"","V1"
"Q 52149",3
"Q 52150",4
"Q 52151",3
"Q 52152",1
"Q 52153",3
"Q 52154",1
"Q 52155",4
"Q 52156",3
"Q 52157",4
"Q 52158",3
"Q 52159",1
"Q 52160",1
"Q 52161",1
"Q 52162",4
"Q 52163",1
"Q 52164",5
"Q 52165",5
"Q 52166",2
"Q 52167",5
"Q 52168",2
"Q 52169",3
"Q 52170",3
"Q 52171",3
"Q 52172",3
"Q 52173",1
"Q 52174",4
"Q 52175",2
"Q 52176",2
"Q 52177",2
"Q 52178",2
"Q 52179",1
"Q 52180",4
"Q 52181",5
"Q 52182",4
"Q 52183",4
"Q 52184",3
"Q 52185",5
"Q 52186",2
"Q 52187",4
"Q 52188",5
"Q 52189",5
"Q 52190",3
"Q 52191",2
"Q 52192",5
"Q 52193",5
"Q 52194",4
"Q 52195",2
"Q 52196",1
"Q 52197",4
"Q 52198",4
"Q 52199",5
"Q 52200",2
"Q 52201",4
"Q 52202",5
"Q 52203",3
"Q 52204",1
"Q 52205",5
"Q 52206",3
"Q 52207",2
"Q 52208",4
"Q 52209",2
"Q 52210",2
"Q 52211",1
"Q 52212",3
"Q 52213",4
"Q 52214",3
"Q 52215",3
"Q 52216",3
"Q 52217",3
"Q 52218",2
"Q 52219",3
"Q 52220",1
"Q 52221",3
"Q 52222",1
"Q 52223",1
"Q 52224",5
"Q 52225",1
"Q 52226",5
"Q 52227",3
"Q 52228",5
"Q 52229",5
"Q 52230",1
"Q 52231",1
"Q 52232",4
"Q 52233",1
"Q 52234",5
"Q 52235",2
"Q 52236",3
"Q 52237",1
"Q 52238",1
"Q 52239",5
"Q 52240",1
"Q 52241",1
"Q 52242",3
"Q 52243",5
"Q 52244",3
"Q 52245",1
"Q 52246",5
"Q 52247",3
"Q 52248",4
"Q 52249",1
"Q 52250",2
"Q 52251",1
"Q 52252",1
"Q 52253",4
"Q 52254",1
"Q 52255",3
"Q 52256",3
"Q 52257",2
"Q 52258",1
"Q 52259",1
"Q 52260",2
"Q 52261",1
"Q 52262",2
"Q 52263",2
"Q 52264",4
"Q 52265",4
"Q 52266",4
"Q 52267",4
"Q 52268",1
"Q 52269",4
"Q 52270",4
"Q 52271",3
"Q 52272",2
"Q 52273",5
"Q 52274",2
"Q 52275",2
"Q 52276",2
"Q 52277",4
"Q 52278",1
"Q 52279",1
"Q 52280",5
"Q 52281",4
"Q 52282",4
"Q 52283",2
"Q 52284",1
"Q 52285",5
"Q 52286",2
"Q 52287",2
"Q 52288",3
"Q 52289",1
"Q 52290",4
"Q 52291",2
"Q 52292",3
"Q 52293",5
"Q 52294",3
"Q 52295",5
"Q 52296",1
"Q 52297",2
"Q 52298",4
"Q 52299",5
"Q 52300",2
"Q 52301",2
"Q 52302",3
"Q 52303",4
"Q 52304",5
"Q 52305",2
"Q 52306",1
"Q 52307",2
"Q 52308",1
"Q 52309",3
"Q 52310",5
"Q 52311",2
"Q 52312",2
"Q 52313",2
"Q 52314",1
"Q 52315",2
"Q 52316",1
"Q 52317",5
"Q 52318",2
"Q 52319",5
"Q 52320",4
"Q 52321",5
"Q 52322",1
"Q 52323",5
"Q 52324",1
"Q 52325",1
"Q 52326",1
"Q 52327",5
"Q 52328",4
"Q 52329",2
"Q 52330",1
"Q 52331",2
"Q 52332",2
"Q 52333",2
"Q 52334",4
"Q 52335",1
"Q 52336",1
"Q 52337",3
"Q 52338",5
"Q 52339",1
"Q 52340",2
"Q 52341",5
"Q 52342",3
"Q 52343",2
"Q 52344",3
"Q 52345",5
"Q 52346",2
"Q 52347",5
"Q 52348",2
"Q 52349",3
"Q 52350",2
"Q 52351",1
"Q 52352",2
"Q 52353",1
"Q 52354",1
"Q 52355",2
"Q 52356",4
"Q 52357",3
"Q 52358",4
"Q 52359",4
"Q 52360",2
"Q 52361",4
"Q 52362",1
"Q 52363",3
"Q 52364",1
"Q 52365",5
"Q 52366",1
"Q 52367",4
"Q 52368",1
"Q 52369",5
"Q 52370",4
"Q 52371",3
"Q 52372",3
"Q 52373",3
"Q 52374",5
"Q 52375",2
"Q 52376",1
"Q 52377",5
"Q 52378",4
"Q 52379",5
"Q 52380",5
"Q 52381",2
"Q 52382",2
"Q 52383",3
"Q 52384",5
"Q 52385",5
"Q 52386",3
"Q 52387",5
"Q 52388",5
"Q 52389",3
"Q 52390",2
"Q 52391",2
"Q 52392",4
"Q 52393",4
"Q 52394",1
"Q 52395",2
"Q 52396",5
"Q 52397",3
"Q 52398",4
"Q 52399",4
"Q 52400",3
"Q 52401",3
"Q 52402",3
"Q 52403",4
"Q 52404",2
"Q 52405",2
"Q 52406",4
"Q 52407",2
"Q 52408",1
"Q 52409",1
"Q 52410",3
"Q 52411",2
"Q 52412",3
"Q 52413",5
"Q 52414",5
"Q 52415",2
"Q 52416",5
"Q 52417",2
"Q 52418",3
"Q 52419",5
"Q 52420",2
"Q 52421",2
"Q 52422",2
"Q 52423",2
"Q 52424",1
"Q 52425",4
"Q 52426",1
"Q 52427",5
"Q 52428",4
"Q 52429",1
"Q 52430",4
"Q 52431",5
"Q 52432",1
"Q 52433",3
"Q 52434",2
"Q 52435",5
"Q 52436",2
"Q 52437",2
"Q 52438",5
"Q 52439",5
"Q 52440",4
"Q 52441",4
"Q 52442",3
"Q 52443",2
"Q 52444",2
"Q 52445",4
"Q 52446",2
"Q 52447",5
"Q 52448",5
"Q 52449",2
"Q 52450",2
"Q 52451",3
"Q 52452",5
"Q 52453",3
"Q 52454",5
"Q 52455",1
"Q 52456",2
"Q 52457",3
"Q 52458",4
"Q 52459",5
"Q 52460",4
"Q 52461",4
"Q 52462",5
"Q 52463",3
"Q 52464",2
"Q 52465",3
"Q 52466",4
"Q 52467",5
"Q 52468",4
"Q 52469",1
"Q 52470",1
"Q 52471",5
"Q 52472",3
"Q 52473",1
"Q 52474",3
"Q 52475",2
"Q 52476",1
"Q 52477",5
"Q 52478",2
"Q 52479",5
"Q 52480",2
"Q 52481",5
"Q 52482",1
"Q 52483",1
"Q 52484",4
"Q 52485",2
"Q 52486",1
"Q 52487",5
"Q 52488",5
"Q 52489",3
"Q 52490",1
"Q 52491",4
"Q 52492",5
"Q 52493",1
"Q 52494",4
"Q 52495",5
"Q 52496",2
"Q 52497",2
"Q 52498",5
"Q 52499",4
"Q 52500",5
"Q 52501",3
"Q 52502",4
"Q 52503",4
"Q 52504",5
"Q 52505",1
"Q 52506",3
"Q 52507",5
"Q 52508",3
"Q 52509",5
"Q 52510",2
"Q 52511",1
"Q 52512",2
"Q 52513",2
"Q 52514",2
"Q 52515",3
"Q 52516",4
"Q 52517",2
"Q 52518",4
"Q 52519",4
"Q 52520",5
"Q 52521",4
"Q 52522",3
"Q 52523",2
"Q 52524",4
"Q 52525",3
"Q 52526",3
"Q 52527",1
"Q 52528",2
"Q 52529",3
"Q 52530",4
"Q 52531",3
"Q 52532",3
"Q 52533",3
"Q 52534",5
"Q 52535",5
"Q 52536",2
"Q 52537",4
"Q 52538",1
"Q 52539",4
"Q 52540",1
"Q 52541",4
"Q 52542",2
"Q 52543",4
"Q 52544",2
"Q 52545",2
"Q 52546",5
"Q 52547",1
"Q 52548",1
"Q 52549",1
"Q 52550",1
"Q 52551",1
"Q 52552",5
"Q 52553",1
"Q 52554",2
"Q 52555",5
"Q 52556",1
"Q 52557",5
"Q 52558",1
"Q 52559",3
"Q 52560",1
"Q 52561",2
"Q 52562",4
"Q 52563",1
"Q 52564",1
"Q 52565",4
"Q 52566",5
"Q 52567",5
"Q 52568",2
"Q 52569",3
"Q 52570",1
"Q 52571",2
"Q 52572",3
"Q 52573",5
"Q 52574",5
"Q 52575",2
"Q 52576",3
"Q 52577",5
"Q 52578",3
"Q 52579",1
"Q 52580",1
"Q 52581",2
"Q 52582",1
"Q 52583",3
"Q 52584",2
"Q 52585",4
"Q 52586",4
"Q 52587",5
"Q 52588",2
"Q 52589",2
"Q 52590",1
"Q 52591",2
"Q 52592",3
"Q 52593",4
"Q 52594",4
"Q 52595",1
"Q 52596",5
"Q 52597",1
"Q 52598",5
"Q 52599",3
"Q 52600",5
"Q 52601",2
"Q 52602",4
"Q 52603",2
"Q 52604",4
"Q 52605",1
"Q 52606",2
"Q 52607",1
"Q 52608",4
"Q 52609",5
"Q 52610",5
"Q 52611",1
"Q 52612",3
"Q 52613",3
"Q 52614",4
"Q 52615",1
"Q 52616",2
"Q 52617",1
"Q 52618",3
"Q 52619",2
"Q 52620",4
"Q 52621",1
"Q 52622",5
"Q 52623",3
"Q 52624",4
"Q 52625",4
"Q 52626",2
"Q 52627",1
"Q 52628",2
"Q 52629",4
"Q 52630",1
"Q 52631",5
"Q 52632",2
"Q 52633",3
"Q 52634",5
"Q 52635",3
"Q 52636",5
"Q 52637",1
"Q 52638",5
"Q 52639",1
"Q 52640",2
"Q 52641",4
"Q 52642",5
"Q 52643",3
"Q 52644",4
"Q 52645",4
"Q 52646",5
"Q 52647",2
"Q 52648",4
"Q 52649",5
"Q 52650",2
"Q 52651",2
"Q 52652",1
"Q 52653",5
"Q 52654",5
"Q 52655",5
"Q 52656",2
"Q 52657",1
"Q 52658",5
"Q 52659",3
"Q 52660",3
"Q 52661",1
"Q 52662",2
"Q 52663",3
"Q 52664",5
"Q 52665",1
"Q 52666",4
"Q 52667",1
"Q 52668",3
"Q 52669",3
"Q 52670",4
"Q 52671",1
"Q 52672",1
"Q 52673",3
"Q 52674",5
"Q 52675",4
"Q 52676",4
"Q 52677",1
"Q 52678",3
"Q 52679",1
"Q 52680",3
"Q 52681",5
"Q 52682",4
"Q 52683",4
"Q 52684",2
"Q 52685",1
"Q 52686",2
"Q 52687",4
"Q 52688",3
"Q 52689",5
"Q 52690",3
"Q 52691",5
"Q 52692",2
"Q 52693",5
"Q 52694",4
"Q 52695",5
"Q 52696",2
"Q 52697",5
"Q 52698",5
"Q 52699",5
"Q 52700",2
"Q 52701",3
"Q 52702",2
"Q 52703",4
"Q 52704",2
"Q 52705",2
"Q 52706",3
"Q 52707",2
"Q 52708",4
"Q 52709",4
"Q 52710",1
"Q 52711",4
"Q 52712",5
"Q 52713",1
"Q 52714",1
"Q 52715",4
"Q 52716",5
"Q 52717",1
"Q 52718",4
"Q 52719",5
"Q 52720",4
"Q 52721",4
"Q 52722",1
"Q 52723",5
"Q 52724",1
"Q 52725",4
"Q 52726",5
"Q 52727",1
"Q 52728",1
"Q 52729",4
"Q 52730",5
"Q 52731",3
"Q 52732",4
"Q 52733",3
"Q 52734",5
"Q 52735",1
"Q 52736",5
"Q 52737",2
"Q 52738",2
"Q 52739",2
"Q 52740",5
"Q 52741",5
"Q 52742",5
"Q 52743",2
"Q 52744",1
"Q 52745",5
"Q 52746",3
"Q 52747",2
"Q 52748",2
"Q 52749",5
"Q 52750",5
"Q 52751",4
"Q 52752",2
"Q 52753",1
"Q 52754",4
"Q 52755",5
"Q 52756",2
"Q 52757",5
"Q 52758",1
"Q 52759",3
"Q 52760",2
"Q 52761",1
"Q 52762",1
"Q 52763",3
"Q 52764",1
"Q 52765",2
"Q 52766",1
"Q 52767",4
"Q 52768",1
"Q 52769",1
"Q 52770",5
"Q 52771",3
"Q 52772",5
"Q 52773",5
"Q 52774",1
"Q 52775",1
"Q 52776",3
"Q 52777",4
"Q 52778",2
"Q 52779",5
"Q 52780",4
"Q 52781",2
"Q 52782",5
"Q 52783",4
"Q 52784",5
"Q 52785",1
"Q 52786",5
"Q 52787",1
"Q 52788",4
"Q 52789",5
"Q 52790",5
"Q 52791",1
"Q 52792",3
"Q 52793",1
"Q 52794",3
"Q 52795",1
"Q 52796",5
"Q 52797",2
"Q 52798",2
"Q 52799",2
"Q 52800",3
"Q 52801",4
"Q 52802",4
"Q 52803",1
"Q 52804",4
"Q 52805",1
"Q 52806",4
"Q 52807",5
"Q 52808",3
"Q 52809",1
"Q 52810",5
"Q 52811",5
"Q 52812",1
"Q 52813",5
"Q 52814",2
"Q 52815",1
"Q 52816",5
"Q 52817",1
"Q 52818",1
"Q 52819",2
"Q 52820",5
"Q 52821",2
"Q 52822",2
"Q 52823",5
"Q 52824",1
"Q 52825",4
"Q 52826",5
"Q 52827",3
"Q 52828",4
"Q 52829",2
"Q 52830",1
"Q 52831",4
"Q 52832",2
"Q 52833",5
"Q 52834",4
"Q 52835",5
"Q 52836",1
"Q 52837",1
"Q 52838",2
"Q 52839",5
"Q 52840",2
"Q 52841",3
"Q 52842",2
"Q 52843",1
"Q 52844",1
"Q 52845",1
"Q 52846",3
"Q 52847",2
"Q 52848",2
"Q 52849",4
"Q 52850",1
"Q 52851",4
"Q 52852",5
"Q 52853",5
"Q 52854",5
"Q 52855",1
"Q 52856",4
"Q 52857",5
"Q 52858",1
"Q 52859",1
"Q 52860",3
"Q 52861",1
"Q 52862",3
"Q 52863",5
"Q 52864",1
"Q 52865",2
"Q 52866",1
"Q 52867",5
"Q 52868",1
"Q 52869",2
"Q 52870",1
"Q 52871",2
"Q 52872",2
"Q 52873",2
"Q 52874",2
"Q 52875",2
"Q 52876",5
"Q 52877",2
"Q 52878",1
"Q 52879",3
"Q 52880",1
"Q 52881",1
"Q 52882",3
"Q 52883",3
"Q 52884",5
"Q 52885",1
"Q 52886",4
"Q 52887",2
"Q 52888",2
"Q 52889",2
"Q 52890",1
"Q 52891",3
"Q 52892",5
"Q 52893",3
"Q 52894",2
"Q 52895",3
"Q 52896",3
"Q 52897",1
"Q 52898",1
"Q 52899",2
"Q 52900",3
"Q 52901",5
"Q 52902",3
"Q 52903",5
"Q 52904",5
"Q 52905",2
"Q 52906",5
"Q 52907",2
"Q 52908",5
"Q 52909",1
"Q 52910",5
"Q 52911",5
"Q 52912",1
"Q 52913",2
"Q 52914",2
"Q 52915",3
"Q 52916",3
"Q 52917",4
"Q 52918",2
"Q 52919",1
"Q 52920",1
"Q 52921",5
"Q 52922",4
"Q 52923",5
"Q 52924",3
"Q 52925",1
"Q 52926",1
"Q 52927",3
"Q 52928",1
"Q 52929",4
"Q 52930",4
"Q 52931",5
"Q 52932",5
"Q 52933",3
"Q 52934",2
"Q 52935",5
"Q 52936",2
"Q 52937",5
"Q 52938",4
"Q 52939",4
"Q 52940",4
"Q 52941",4
"Q 52942",1
"Q 52943",3
"Q 52944",3
"Q 52945",3
"Q 52946",5
"Q 52947",1
"Q 52948",2
"Q 52949",3
"Q 52950",2
"Q 52951",5
"Q 52952",2
"Q 52953",5
"Q 52954",4
"Q 52955",3
"Q 52956",2
"Q 52957",2
"Q 52958",1
"Q 52959",2
"Q 52960",3
"Q 52961",4
"Q 52962",1
"Q 52963",3
"Q 52964",1
"Q 52965",2
"Q 52966",3
"Q 52967",1
"Q 52968",1
"Q 52969",2
"Q 52970",4
"Q 52971",5
"Q 52972",2
"Q 52973",2
"Q 52974",2
"Q 52975",2
"Q 52976",4
"Q 52977",1
"Q 52978",5
"Q 52979",3
"Q 52980",1
"Q 52981",1
"Q 52982",2
"Q 52983",3
"Q 52984",5
"Q 52985",4
"Q 52986",2
"Q 52987",3
"Q 52988",3
"Q 52989",3
"Q 52990",5
"Q 52991",5
"Q 52992",1
"Q 52993",5
"Q 52994",2
"Q 52995",2
"Q 52996",4
"Q 52997",2
"Q 52998",1
"Q 52999",2
"Q 53000",2
"Q 53001",2
"Q 53002",4
"Q 53003",4
"Q 53004",1
"Q 53005",3
"Q 53006",4
"Q 53007",4
"Q 53008",5
"Q 53009",2
"Q 53010",4
"Q 53011",2
"Q 53012",5
"Q 53013",2
"Q 53014",4
"Q 53015",4
"Q 53016",1
"Q 53017",5
"Q 53018",3
"Q 53019",3
"Q 53020",3
"Q 53021",4
"Q 53022",2
"Q 53023",1
"Q 53024",3
"Q 53025",1
"Q 53026",1
"Q 53027",3
"Q 53028",3
"Q 53029",2
"Q 53030",4
"Q 53031",5
"Q 53032",3
"Q 53033",4
"Q 53034",5
"Q 53035",1
"Q 53036",3
"Q 53037",1
"Q 53038",1
"Q 53039",3
"Q 53040",3
"Q 53041",5
"Q 53042",2
"Q 53043",4
"Q 53044",2
"Q 53045",1
"Q 53046",3
"Q 53047",4
"Q 53048",4
"Q 53049",5
"Q 53050",4
"Q 53051",4
"Q 53052",2
"Q 53053",2
"Q 53054",2
"Q 53055",4
"Q 53056",2
"Q 53057",2
"Q 53058",4
"Q 53059",1
"Q 53060",5
"Q 53061",4
"Q 53062",3
"Q 53063",5
"Q 53064",2
"Q 53065",3
"Q 53066",4
"Q 53067",3
"Q 53068",4
"Q 53069",3
"Q 53070",3
"Q 53071",2
"Q 53072",2
"Q 53073",1
"Q 53074",5
"Q 53075",5
"Q 53076",4
"Q 53077",4
"Q 53078",3
"Q 53079",3
"Q 53080",2
"Q 53081",4
"Q 53082",3
"Q 53083",3
"Q 53084",5
"Q 53085",5
"Q 53086",5
"Q 53087",5
"Q 53088",2
"Q 53089",4
"Q 53090",5
"Q 53091",4
"Q 53092",1
"Q 53093",5
"Q 53094",5
"Q 53095",2
"Q 53096",5
"Q 53097",4
"Q 53098",5
"Q 53099",2
"Q 53100",5
"Q 53101",1
"Q 53102",1
"Q 53103",3
"Q 53104",2
"Q 53105",4
"Q 53106",5
"Q 53107",4
"Q 53108",1
"Q 53109",5
"Q 53110",2
"Q 53111",2
"Q 53112",5
"Q 53113",4
"Q 53114",4
"Q 53115",3
"Q 53116",5
"Q 53117",2
"Q 53118",3
"Q 53119",2
"Q 53120",4
"Q 53121",5
"Q 53122",1
"Q 53123",4
"Q 53124",3
"Q 53125",3
"Q 53126",2
"Q 53127",3
"Q 53128",3
"Q 53129",3
"Q 53130",2
"Q 53131",2
"Q 53132",1
"Q 53133",3
"Q 53134",1
"Q 53135",1
"Q 53136",1
"Q 53137",1
"Q 53138",4
"Q 53139",3
"Q 53140",3
"Q 53141",1
"Q 53142",3
"Q 53143",4
"Q 53144",5
"Q 53145",1
"Q 53146",2
"Q 53147",4
"Q 53148",3
"Q 53149",3
"Q 53150",4
"Q 53151",3
"Q 53152",2
"Q 53153",4
"Q 53154",1
"Q 53155",3
"Q 53156",2
"Q 53157",3
"Q 53158",1
"Q 53159",2
"Q 53160",1
"Q 53161",4
"Q 53162",3
"Q 53163",5
"Q 53164",2
"Q 53165",1
"Q 53166",2
"Q 53167",1
"Q 53168",4
"Q 53169",1
"Q 53170",1
"Q 53171",5
"Q 53172",1
"Q 53173",1
"Q 53174",2
"Q 53175",4
"Q 53176",4
"Q 53177",1
"Q 53178",2
"Q 53179",5
"Q 53180",3
"Q 53181",3
"Q 53182",1
"Q 53183",5
"Q 53184",2
"Q 53185",1
"Q 53186",2
"Q 53187",1
"Q 53188",1
"Q 53189",2
"Q 53190",1
"Q 53191",4
"Q 53192",2
"Q 53193",1
"Q 53194",5
"Q 53195",1
"Q 53196",3
"Q 53197",3
"Q 53198",3
"Q 53199",4
"Q 53200",1
"Q 53201",5
"Q 53202",5
"Q 53203",2
"Q 53204",4
"Q 53205",2
"Q 53206",4
"Q 53207",4
"Q 53208",3
"Q 53209",3
"Q 53210",4
"Q 53211",3
"Q 53212",1
"Q 53213",4
"Q 53214",5
"Q 53215",1
"Q 53216",5
"Q 53217",4
"Q 53218",5
"Q 53219",5
"Q 53220",3
"Q 53221",3
"Q 53222",5
"Q 53223",4
"Q 53224",2
"Q 53225",3
"Q 53226",2
"Q 53227",5
"Q 53228",4
"Q 53229",5
"Q 53230",3
"Q 53231",4
"Q 53232",3
"Q 53233",2
"Q 53234",2
"Q 53235",5
"Q 53236",4
"Q 53237",5
"Q 53238",1
"Q 53239",5
"Q 53240",2
"Q 53241",5
"Q 53242",3
"Q 53243",3
"Q 53244",3
"Q 53245",3
"Q 53246",2
"Q 53247",2
"Q 53248",1
"Q 53249",4
"Q 53250",5
"Q 53251",3
"Q 53252",3
"Q 53253",1
"Q 53254",1
"Q 53255",5
"Q 53256",1
"Q 53257",5
"Q 53258",5
"Q 53259",5
"Q 53260",4
"Q 53261",3
"Q 53262",5
"Q 53263",2
"Q 53264",2
"Q 53265",5
"Q 53266",2
"Q 53267",1
"Q 53268",2
"Q 53269",3
"Q 53270",5
"Q 53271",5
"Q 53272",3
"Q 53273",4
"Q 53274",5
"Q 53275",2
"Q 53276",3
"Q 53277",1
"Q 53278",3
"Q 53279",5
"Q 53280",1
"Q 53281",4
"Q 53282",2
"Q 53283",3
"Q 53284",5
"Q 53285",4
"Q 53286",3
"Q 53287",1
"Q 53288",5
"Q 53289",3
"Q 53290",4
"Q 53291",5
"Q 53292",4
"Q 53293",3
"Q 53294",5
"Q 53295",3
"Q 53296",1
"Q 53297",4
"Q 53298",5
"Q 53299",2
"Q 53300",2
"Q 53301",3
"Q 53302",1
"Q 53303",2
"Q 53304",5
"Q 53305",1
"Q 53306",2
"Q 53307",3
"Q 53308",4
"Q 53309",1
"Q 53310",5
"Q 53311",4
"Q 53312",2
"Q 53313",1
"Q 53314",1
"Q 53315",2
"Q 53316",2
"Q 53317",1
"Q 53318",1
"Q 53319",1
"Q 53320",2
"Q 53321",1
"Q 53322",1
"Q 53323",2
"Q 53324",5
"Q 53325",1
"Q 53326",2
"Q 53327",4
"Q 53328",2
"Q 53329",1
"Q 53330",3
"Q 53331",1
"Q 53332",1
"Q 53333",4
"Q 53334",1
"Q 53335",3
"Q 53336",1
"Q 53337",2
"Q 53338",1
"Q 53339",2
"Q 53340",1
"Q 53341",5
"Q 53342",5
"Q 53343",1
"Q 53344",4
"Q 53345",3
"Q 53346",4
"Q 53347",2
"Q 53348",1
"Q 53349",1
"Q 53350",5
"Q 53351",1
"Q 53352",4
"Q 53353",3
"Q 53354",4
"Q 53355",4
"Q 53356",2
"Q 53357",3
"Q 53358",5
"Q 53359",3
"Q 53360",4
"Q 53361",1
"Q 53362",3
"Q 53363",4
"Q 53364",1
"Q 53365",5
"Q 53366",1
"Q 53367",3
"Q 53368",5
"Q 53369",2
"Q 53370",1
"Q 53371",3
"Q 53372",3
"Q 53373",4
"Q 53374",4
"Q 53375",5
"Q 53376",5
"Q 53377",1
"Q 53378",2
"Q 53379",2
"Q 53380",2
"Q 53381",3
"Q 53382",1
"Q 53383",1
"Q 53384",3
"Q 53385",2
"Q 53386",2
"Q 53387",1
"Q 53388",3
"Q 53389",3
"Q 53390",4
"Q 53391",1
"Q 53392",5
"Q 53393",1
"Q 53394",4
"Q 53395",1
"Q 53396",2
"Q 53397",3
"Q 53398",2
"Q 53399",1
"Q 53400",2
"Q 53401",4
"Q 53402",5
"Q 53403",5
"Q 53404",5
"Q 53405",3
"Q 53406",1
"Q 53407",3
"Q 53408",4
"Q 53409",5
"Q 53410",4
"Q 53411",4
"Q 53412",1
"Q 53413",5
"Q 53414",2
"Q 53415",5
"Q 53416",1
"Q 53417",5
"Q 53418",2
"Q 53419",4
"Q 53420",3
"Q 53421",2
"Q 53422",2
"Q 53423",4
"Q 53424",1
"Q 53425",2
"Q 53426",2
"Q 53427",4
"Q 53428",5
"Q 53429",3
"Q 53430",3
"Q 53431",1
"Q 53432",4
"Q 53433",1
"Q 53434",5
"Q 53435",1
"Q 53436",1
"Q 53437",4
"Q 53438",1
"Q 53439",1
"Q 53440",4
"Q 53441",3
"Q 53442",5
"Q 53443",1
"Q 53444",1
"Q 53445",5
"Q 53446",4
"Q 53447",1
"Q 53448",1
"Q 53449",5
"Q 53450",1
"Q 53451",5
"Q 53452",5
"Q 53453",2
"Q 53454",2
"Q 53455",3
"Q 53456",3
"Q 53457",5
"Q 53458",4
"Q 53459",3
"Q 53460",5
"Q 53461",2
"Q 53462",1
"Q 53463",4
"Q 53464",4
"Q 53465",4
"Q 53466",5
"Q 53467",2
"Q 53468",4
"Q 53469",4
"Q 53470",4
"Q 53471",1
"Q 53472",1
"Q 53473",4
"Q 53474",2
"Q 53475",2
"Q 53476",3
"Q 53477",3
"Q 53478",2
"Q 53479",4
"Q 53480",1
"Q 53481",4
"Q 53482",2
"Q 53483",5
"Q 53484",5
"Q 53485",2
"Q 53486",3
"Q 53487",5
"Q 53488",1
"Q 53489",4
"Q 53490",3
"Q 53491",2
"Q 53492",2
"Q 53493",4
"Q 53494",5
"Q 53495",3
"Q 53496",1
"Q 53497",5
"Q 53498",3
"Q 53499",3
"Q 53500",1
"Q 53501",4
"Q 53502",1
"Q 53503",3
"Q 53504",5
"Q 53505",4
"Q 53506",1
"Q 53507",4
"Q 53508",1
"Q 53509",3
"Q 53510",4
"Q 53511",5
"Q 53512",4
"Q 53513",3
"Q 53514",2
"Q 53515",5
"Q 53516",4
"Q 53517",3
"Q 53518",2
"Q 53519",5
"Q 53520",3
"Q 53521",5
"Q 53522",1
"Q 53523",2
"Q 53524",2
"Q 53525",1
"Q 53526",1
"Q 53527",1
"Q 53528",3
"Q 53529",5
"Q 53530",2
"Q 53531",4
"Q 53532",4
"Q 53533",5
"Q 53534",4
"Q 53535",4
"Q 53536",3
"Q 53537",3
"Q 53538",3
"Q 53539",5
"Q 53540",5
"Q 53541",4
"Q 53542",5
"Q 53543",5
"Q 53544",1
"Q 53545",3
"Q 53546",2
"Q 53547",2
"Q 53548",2
"Q 53549",2
"Q 53550",4
"Q 53551",3
"Q 53552",2
"Q 53553",5
"Q 53554",5
"Q 53555",1
"Q 53556",2
"Q 53557",4
"Q 53558",1
"Q 53559",4
"Q 53560",1
"Q 53561",5
"Q 53562",5
"Q 53563",2
"Q 53564",4
"Q 53565",5
"Q 53566",1
"Q 53567",1
"Q 53568",1
"Q 53569",3
"Q 53570",3
"Q 53571",3
"Q 53572",5
"Q 53573",4
"Q 53574",4
"Q 53575",5
"Q 53576",2
"Q 53577",4
"Q 53578",2
"Q 53579",3
"Q 53580",3
"Q 53581",3
"Q 53582",2
"Q 53583",1
"Q 53584",3
"Q 53585",1
"Q 53586",1
"Q 53587",5
"Q 53588",4
"Q 53589",2
"Q 53590",5
"Q 53591",2
"Q 53592",2
"Q 53593",1
"Q 53594",3
"Q 53595",4
"Q 53596",1
"Q 53597",3
"Q 53598",4
"Q 53599",1
"Q 53600",4
"Q 53601",4
"Q 53602",3
"Q 53603",1
"Q 53604",1
"Q 53605",2
"Q 53606",3
"Q 53607",3
"Q 53608",4
"Q 53609",1
"Q 53610",1
"Q 53611",5
"Q 53612",3
"Q 53613",5
"Q 53614",2
"Q 53615",1
"Q 53616",4
"Q 53617",2
"Q 53618",3
"Q 53619",5
"Q 53620",1
"Q 53621",3
"Q 53622",5
"Q 53623",2
"Q 53624",3
"Q 53625",5
"Q 53626",4
"Q 53627",5
"Q 53628",4
"Q 53629",5
"Q 53630",1
"Q 53631",3
"Q 53632",2
"Q 53633",2
"Q 53634",5
"Q 53635",3
"Q 53636",4
"Q 53637",3
"Q 53638",2
"Q 53639",2
"Q 53640",2
"Q 53641",4
"Q 53642",4
"Q 53643",5
"Q 53644",3
"Q 53645",5
"Q 53646",4
"Q 53647",3
"Q 53648",1
"Q 53649",2
"Q 53650",5
"Q 53651",3
"Q 53652",1
"Q 53653",3
"Q 53654",4
"Q 53655",3
"Q 53656",5
"Q 53657",2
"Q 53658",2
"Q 53659",1
"Q 53660",3
"Q 53661",5
"Q 53662",1
"Q 53663",2
"Q 53664",5
"Q 53665",5
"Q 53666",1
"Q 53667",1
"Q 53668",4
"Q 53669",4
"Q 53670",1
"Q 53671",2
"Q 53672",4
"Q 53673",2
"Q 53674",1
"Q 53675",2
"Q 53676",5
"Q 53677",4
"Q 53678",2
"Q 53679",4
"Q 53680",3
"Q 53681",5
"Q 53682",2
"Q 53683",4
"Q 53684",4
"Q 53685",5
"Q 53686",5
"Q 53687",5
"Q 53688",3
"Q 53689",3
"Q 53690",4
"Q 53691",3
"Q 53692",1
"Q 53693",2
"Q 53694",3
"Q 53695",2
"Q 53696",5
"Q 53697",1
"Q 53698",2
"Q 53699",1
"Q 53700",4
"Q 53701",2
"Q 53702",4
